temperature,pressure,vibration,current,voltage,operating_hours,failure
89.9,5.48,3.92,11.76,369.36,3265,1
75.45,5.06,3.06,11.99,388.95,3750,0
61.09,6.02,2.77,7.03,380.5,4709,1
79.41,5.52,6.45,15.85,410.32,3349,1
60.1,5.98,0.84,12.57,376.76,2801,0
40.54,6.26,4.93,10.3,390.43,4136,1
52.9,5.98,3.98,14.93,380.23,655,0
42.55,5.69,2.28,8.41,359.18,1809,0
60.78,4.8,5.44,9.54,372.19,4075,1
65.22,5.5,0.23,7.4,393.21,4490,1
85.12,5.13,2.22,15.6,373.51,3407,1
68.92,5.26,1.19,12.66,346.7,1610,0
62.37,5.24,3.62,13.32,379.53,2686,0
74.95,4.81,1.33,12.6,363.61,3646,0
38.47,4.13,3.65,13.15,381.98,4176,1
67.83,5.03,2.72,12.16,403.27,3606,0
74.25,5.64,2.28,12.54,391.54,4443,1
47.26,4.56,3.58,12.22,403.05,3733,0
78.73,5.51,2.6,10.78,371.58,2506,0
69.06,6.83,1.37,11.91,377.85,1561,1
60.02,6.22,7.2,12.55,364.33,2271,1
72.59,6.65,2.27,12.22,369.74,502,1
92.25,5.77,-0.33,9.04,366.1,383,1
67.18,6.32,1.74,9.31,360.4,340,0
67.98,4.99,1.1,14.17,400.49,4362,1
59.49,5.05,4.24,11.39,348.62,4756,1
54.8,3.58,3.48,13.17,400.55,2295,0
74.96,6.33,3.6,9.82,398.69,800,0
54.73,6.58,2.44,9.05,387.5,2770,1
65.86,5.11,2.58,10.31,363.28,2019,0
59.27,5.32,2.44,11.55,356.27,4460,1
70.75,4.97,2.88,10.67,371.77,2648,0
69.0,5.77,4.25,14.59,389.38,2426,0
77.45,6.29,3.5,12.36,380.05,2896,0
58.88,4.28,3.75,15.7,364.35,2306,0
61.76,5.79,3.75,12.81,397.22,4694,1
53.25,5.31,4.33,7.17,405.27,1710,0
59.67,5.58,3.43,14.11,376.6,587,0
69.53,5.82,3.54,8.98,381.64,564,0
74.08,5.37,4.78,12.46,357.37,4423,1
53.93,5.43,2.0,10.45,373.78,765,0
75.44,5.35,1.72,16.29,387.66,1589,0
81.27,6.18,1.22,14.88,385.32,898,0
69.96,5.79,3.27,10.52,372.38,2900,0
87.52,5.65,0.22,11.75,375.89,3398,1
55.71,4.61,3.69,12.49,373.29,3340,0
50.06,5.23,2.84,13.73,375.82,3455,0
43.66,6.13,4.7,12.06,386.35,4029,1
82.95,5.53,1.99,9.95,350.49,4457,1
72.85,5.96,2.7,10.56,378.88,3973,0
64.33,6.74,4.68,11.99,385.25,959,1
68.36,6.23,5.07,14.47,371.44,463,0
51.49,5.57,1.98,12.86,372.81,4032,1
94.35,5.14,3.27,10.45,373.24,2245,1
66.55,3.71,3.44,13.3,372.81,2931,0
66.31,5.38,3.56,11.23,380.09,4778,1
73.71,5.27,2.61,13.78,381.94,3672,0
70.77,5.77,4.92,17.05,348.49,1015,0
67.69,5.39,0.17,11.28,389.79,1874,0
55.51,5.28,2.37,13.6,375.65,3465,0
70.66,4.25,3.67,10.51,408.99,250,0
87.58,4.84,3.69,11.78,362.13,3320,1
81.15,5.83,5.03,12.06,366.99,3121,0
84.12,6.7,4.8,11.61,376.96,4337,1
58.87,5.43,2.57,16.93,386.2,3917,0
53.12,5.73,4.95,11.39,350.74,1170,0
63.49,6.17,1.93,13.17,367.56,3543,0
65.67,4.93,4.4,8.14,388.87,4289,1
78.13,5.76,5.72,12.86,365.78,860,0
44.69,4.98,4.82,14.28,400.55,4551,1
83.35,6.11,3.16,10.94,373.19,4727,1
63.1,5.61,2.5,6.98,366.51,2839,0
59.88,5.71,0.71,11.92,389.15,2117,0
52.85,4.95,3.47,12.03,404.11,1016,0
45.14,5.99,1.33,13.45,386.25,4043,1
74.88,6.96,1.81,16.02,398.91,3560,1
65.88,4.79,1.21,11.24,405.15,1592,0
49.52,5.26,2.31,10.29,366.17,3721,0
49.46,5.66,2.96,9.67,394.08,826,0
60.97,6.05,3.41,12.4,357.15,4961,1
85.03,5.11,2.1,12.96,386.37,1709,1
61.88,3.52,4.6,10.91,378.93,4848,1
46.96,6.45,2.69,13.56,398.64,4941,1
62.05,6.03,1.82,12.93,397.58,1039,0
61.73,4.28,3.34,12.09,388.55,187,0
32.64,5.07,5.95,10.2,384.48,662,0
64.35,6.6,3.5,11.04,387.63,1368,1
62.23,6.51,2.46,7.14,380.93,1590,1
73.35,6.16,0.71,12.47,379.08,4637,1
87.19,5.38,2.67,12.05,401.64,3179,1
78.52,5.56,3.35,12.38,403.44,1672,0
61.77,5.41,2.42,13.01,377.88,4754,1
51.72,6.29,0.5,12.77,383.56,3271,0
95.88,4.89,1.72,11.78,381.22,2900,1
65.71,4.94,5.18,12.1,355.82,3513,0
65.17,6.21,5.15,9.19,374.95,1357,0
64.71,5.47,1.67,10.83,404.0,4988,1
67.38,6.46,4.01,12.1,368.75,4885,1
63.27,5.03,1.23,10.53,411.72,4672,1
58.12,5.46,5.11,13.72,397.58,4880,1
58.44,4.85,3.37,10.68,386.02,2519,0
64.61,5.51,4.42,12.43,388.41,1243,0
58.48,4.47,0.43,12.23,366.24,4737,1
56.45,5.16,4.02,13.49,376.02,4374,1
66.28,4.49,2.99,13.8,401.62,3265,0
61.94,5.99,4.28,13.39,370.78,2714,0
83.05,6.0,4.37,7.79,395.92,847,0
33.19,4.29,3.1,14.39,359.34,3589,0
78.1,6.43,2.1,15.05,362.03,2733,0
79.95,7.25,4.17,11.04,408.52,3588,1
40.12,5.53,2.91,12.47,379.82,1947,0
60.89,5.05,1.69,10.22,371.92,4125,1
60.54,7.48,1.62,8.1,400.44,1245,1
48.11,4.58,0.78,10.52,398.69,2204,0
55.67,5.51,2.23,10.92,393.81,3956,0
51.67,5.63,4.65,11.29,371.45,2868,0
86.03,6.44,3.27,10.08,375.7,4159,1
76.23,5.75,2.21,10.53,384.67,1908,0
80.26,5.15,4.21,11.98,390.42,509,0
73.66,4.83,1.75,10.46,372.37,745,0
51.45,5.26,3.14,13.09,382.56,4020,1
58.71,4.8,2.73,13.36,384.01,1651,0
70.87,5.53,4.17,16.76,399.3,1213,0
50.33,5.11,0.63,14.25,391.32,3687,0
73.56,4.45,1.72,12.49,357.4,161,0
62.12,6.38,0.54,10.76,376.8,1335,0
60.5,5.15,2.61,12.59,366.07,4443,1
73.53,4.61,4.82,12.65,388.52,1827,0
70.33,5.38,2.24,10.97,393.85,4692,1
60.67,5.55,2.23,13.57,381.52,4654,1
78.91,4.28,4.31,9.2,375.98,3066,0
52.03,5.73,4.6,11.51,381.04,3460,0
72.39,4.77,2.87,13.11,383.13,1512,0
72.12,6.7,4.03,11.42,370.4,3684,1
61.29,5.87,1.38,11.59,361.72,1833,0
68.91,5.22,5.07,11.72,349.25,3730,0
49.99,4.98,6.22,10.33,399.01,3969,1
76.09,5.43,3.78,14.35,387.45,2591,0
62.78,5.93,-0.13,9.96,385.44,2139,0
58.73,5.48,2.16,12.64,398.98,4987,1
77.59,5.35,3.92,12.83,361.17,1407,0
56.55,5.54,2.37,10.1,353.97,4112,1
48.1,5.08,4.91,12.15,385.76,1824,0
46.32,5.26,3.88,10.18,384.4,4790,1
72.27,4.04,1.94,14.78,354.03,2555,0
49.63,6.18,3.05,9.72,385.39,1041,0
86.06,5.71,1.66,10.69,374.0,2136,1
40.02,4.96,2.73,9.55,367.89,1913,0
85.36,6.83,2.17,9.28,375.0,3161,1
67.53,5.56,4.76,15.18,343.38,2494,0
63.84,4.77,6.17,13.09,371.13,4467,1
58.46,6.1,0.85,12.28,369.44,1384,0
69.79,5.78,0.12,10.69,388.36,495,0
64.55,5.78,2.63,13.82,377.63,3863,0
78.24,5.2,0.72,10.35,389.58,4349,1
66.37,5.82,3.07,13.59,341.76,1190,0
66.8,5.32,4.12,10.25,367.41,2988,0
60.64,5.89,5.24,10.71,388.34,1822,0
64.32,4.17,3.3,13.52,375.37,4543,1
68.69,5.2,2.71,13.73,392.68,4106,1
44.48,6.71,0.03,13.19,352.93,1186,1
48.82,4.96,3.04,9.9,390.97,1404,0
73.92,5.08,3.11,11.11,370.41,3212,0
67.05,5.19,3.96,12.31,368.96,1114,0
62.79,4.65,1.94,10.3,394.87,4472,1
65.22,3.95,2.35,14.74,397.43,320,0
69.17,5.34,0.78,7.2,395.52,3905,0
58.52,5.6,-0.44,10.44,410.58,1226,0
55.66,5.46,1.34,10.98,399.0,3356,0
67.35,5.4,0.64,6.31,368.07,2030,0
53.26,5.53,3.51,9.21,382.12,2222,0
69.9,6.22,2.22,13.25,374.6,572,0
44.57,5.37,2.19,12.06,410.44,515,0
77.35,5.1,1.52,15.15,396.57,1968,0
70.67,5.3,-1.85,15.09,377.17,4212,1
68.07,5.91,5.26,12.87,393.17,1633,0
76.79,6.49,1.5,12.63,361.52,1562,0
84.99,5.06,2.38,12.13,383.75,1965,0
77.17,5.57,0.82,6.69,365.93,4109,1
42.91,5.74,4.46,9.21,354.67,3230,0
49.65,4.81,3.22,12.2,391.77,1836,0
57.5,5.51,1.76,13.23,393.63,3286,0
65.31,4.47,2.41,12.58,386.86,571,0
71.21,4.26,5.52,10.22,377.26,3277,0
56.29,5.76,2.89,13.87,361.0,3026,0
67.24,5.23,2.73,14.96,362.58,2965,0
55.94,5.64,1.59,13.88,365.46,3297,0
57.66,5.49,0.16,13.98,376.49,2561,0
48.12,4.82,2.76,10.88,396.14,3681,0
53.92,5.47,3.49,14.15,395.91,600,0
48.78,4.64,4.65,12.29,355.27,220,0
53.29,6.47,-0.37,13.02,369.6,1875,0
77.64,4.55,1.31,12.73,369.2,706,0
53.61,5.36,2.13,11.76,342.03,4545,1
96.59,4.77,2.99,10.28,388.49,919,1
70.92,5.9,2.78,11.84,376.31,3364,0
67.22,5.27,2.82,13.97,378.3,883,0
54.7,5.14,3.61,11.12,400.19,1946,0
73.4,6.1,1.65,13.79,381.32,4692,1
58.09,5.52,4.4,13.47,373.54,491,0
66.46,5.86,3.65,11.4,388.58,3845,0
95.72,4.81,2.52,14.78,395.88,1232,1
63.85,4.52,5.4,11.29,384.45,3076,0
78.79,5.58,5.33,15.02,390.34,2617,0
56.56,5.28,4.4,12.87,377.82,4545,1
64.58,5.94,-1.53,11.97,378.77,4970,1
86.25,5.44,5.37,10.22,381.7,2296,1
57.48,5.64,4.19,11.82,368.7,3560,0
86.75,4.36,6.01,11.59,371.48,4539,1
73.49,6.82,4.86,9.48,400.67,776,1
58.25,5.39,5.37,11.56,410.12,694,0
72.59,5.99,4.32,10.39,403.88,3984,0
76.67,4.91,5.02,13.17,360.15,3251,0
72.46,5.72,5.99,14.61,358.7,3424,0
46.16,4.59,3.32,9.55,362.14,3034,0
56.27,5.82,0.64,15.42,382.02,4433,1
62.03,5.25,2.54,11.74,337.87,3085,0
64.11,5.52,3.58,10.05,371.17,2463,0
72.45,5.99,3.11,13.52,401.11,939,0
67.13,4.64,1.13,11.11,394.74,2610,0
48.98,5.02,0.55,11.84,372.36,3869,0
69.56,5.82,1.89,11.19,373.5,4787,1
72.33,6.97,4.21,10.37,388.51,2987,1
71.72,5.4,5.37,13.45,394.03,3143,0
77.97,5.91,4.37,11.43,372.0,1731,0
75.01,5.43,4.59,9.13,376.48,1505,0
70.51,6.86,2.88,13.1,371.51,4345,1
64.16,4.28,0.39,9.59,360.03,2589,0
45.07,5.57,2.32,9.69,376.7,4590,1
70.16,4.36,2.61,14.39,375.56,3536,0
67.49,3.75,2.25,9.61,361.09,105,0
68.26,5.71,3.08,7.37,389.69,2681,0
49.68,5.6,3.66,13.25,387.25,319,0
52.03,5.3,4.28,11.39,390.44,3018,0
77.64,5.43,2.58,11.56,368.48,111,0
64.53,7.67,0.14,11.37,350.25,2942,1
73.18,5.32,2.28,12.46,387.01,557,0
65.34,5.86,3.07,10.49,370.04,2372,0
65.36,5.05,4.83,14.95,366.64,266,0
76.26,5.71,2.15,9.05,361.14,2073,0
58.81,5.33,3.77,12.89,375.87,2044,0
66.15,5.21,3.44,13.28,403.66,2295,0
59.45,6.77,3.07,10.48,372.42,4231,1
59.79,6.32,4.4,9.95,363.65,3928,0
61.29,5.6,2.01,14.03,389.78,4837,1
67.67,3.89,2.14,10.02,382.59,339,0
59.26,5.25,2.98,10.79,348.21,1016,0
80.07,7.39,2.04,13.77,389.94,3052,1
54.26,5.34,3.76,12.07,411.93,3538,0
62.76,6.27,1.93,8.41,340.99,955,0
59.72,6.51,3.34,15.49,361.46,2764,1
82.36,5.65,2.85,10.94,337.27,3338,0
67.36,4.91,3.32,11.19,378.87,653,0
77.38,3.8,2.31,12.51,394.86,2913,0
47.17,5.98,2.49,13.25,381.58,1985,0
68.2,4.93,3.14,15.92,400.88,3045,0
75.68,5.62,3.3,8.68,392.46,1328,0
65.99,4.63,2.99,13.65,405.53,294,0
77.79,5.31,5.56,13.49,397.4,3787,0
58.79,5.52,1.51,11.73,373.96,1525,0
81.91,5.69,2.9,13.57,381.0,3919,0
92.59,4.72,0.64,13.87,366.97,2793,1
60.65,6.34,3.56,9.24,376.54,3853,0
59.65,5.08,1.33,15.5,380.93,2071,0
82.44,4.33,2.58,8.88,378.73,599,0
83.95,5.42,2.44,9.73,400.13,4214,1
58.73,5.52,3.42,11.48,375.05,3873,0
59.96,5.61,2.17,15.85,366.02,3747,0
61.62,6.45,2.11,11.38,366.96,2966,0
48.87,5.33,5.15,11.94,389.83,786,0
53.98,5.42,3.43,14.86,358.95,2167,0
52.95,4.73,2.16,11.4,376.98,4021,1
55.79,6.07,2.62,9.64,399.91,547,0
64.58,5.63,5.47,11.17,384.39,1866,0
67.81,5.21,2.65,14.74,378.88,1224,0
83.61,4.17,1.97,12.14,379.46,393,0
53.02,6.51,1.97,15.86,364.56,4260,1
76.81,4.64,2.18,13.48,367.14,2646,0
62.43,5.09,2.11,10.71,377.07,175,0
64.41,5.75,1.08,12.1,384.07,3875,0
73.1,4.66,1.31,10.29,394.22,2782,0
51.53,4.45,1.76,10.66,381.39,3296,0
69.59,4.01,3.89,20.96,400.29,2174,0
67.0,6.0,2.43,14.04,404.08,1399,0
70.91,5.12,2.69,13.72,391.93,2827,0
68.47,7.55,4.91,10.75,398.37,4278,1
94.46,4.8,4.94,15.14,365.14,3634,1
57.35,4.85,2.58,14.2,362.76,2153,0
58.63,5.1,2.05,15.76,387.77,1799,0
57.52,5.67,1.7,15.67,359.88,4563,1
58.33,5.17,4.04,9.04,375.64,2618,0
57.35,5.93,2.69,9.78,391.57,1837,0
79.27,4.81,2.42,9.99,401.2,2030,0
82.05,4.53,1.78,10.11,376.19,469,0
58.15,4.24,1.85,12.65,370.25,3839,0
55.01,3.94,3.48,10.87,384.81,4473,1
70.66,5.14,1.03,16.15,363.9,439,0
58.37,5.29,4.49,15.81,377.4,2962,0
72.6,5.06,2.2,11.99,379.88,713,0
67.44,6.37,2.78,15.91,379.58,1203,0
46.81,6.36,0.99,14.98,381.33,3877,0
83.57,5.27,2.98,11.1,367.48,892,0
86.55,4.24,2.51,7.98,369.1,166,1
57.65,5.1,2.92,11.56,368.79,4410,1
60.35,5.08,5.21,10.71,355.7,4611,1
68.43,5.04,3.27,12.41,385.13,4747,1
69.01,5.01,1.81,12.18,393.42,3895,0
72.9,5.04,1.93,12.13,391.94,670,0
89.12,5.23,3.89,13.05,376.06,639,1
62.88,5.06,4.95,9.57,367.83,216,0
55.42,5.65,3.42,12.82,391.16,2298,0
48.45,5.75,4.03,11.12,389.58,3131,0
56.23,4.86,3.91,12.4,383.26,3556,0
64.6,6.39,5.13,13.91,406.16,3151,0
86.53,4.81,0.08,9.55,379.6,2581,1
58.79,4.37,4.0,11.44,376.15,2467,0
67.69,5.77,4.48,11.76,374.0,1734,0
64.8,4.93,0.99,10.97,356.59,341,0
79.26,5.72,1.67,13.8,389.92,564,0
95.32,3.82,1.72,10.56,378.42,2350,1
58.63,6.47,1.91,10.89,387.65,4744,1
59.13,5.97,2.28,10.58,407.63,1978,0
77.53,4.45,3.36,14.18,374.14,4981,1
73.18,4.46,4.3,11.02,344.93,4736,1
87.16,6.67,4.62,12.92,387.22,2634,1
72.01,4.98,1.74,15.95,382.5,2005,0
60.69,4.92,1.73,11.85,369.01,3909,0
72.09,3.91,4.97,14.22,385.96,671,0
78.3,5.25,3.97,15.34,391.79,2808,0
74.85,5.34,3.12,14.05,365.8,3741,0
71.09,6.0,3.71,11.97,375.48,3604,0
77.8,4.52,2.96,13.28,402.15,3719,0
79.03,4.44,3.79,9.43,369.18,756,0
81.59,5.82,2.5,10.44,381.0,3251,0
72.78,6.2,3.4,10.79,340.63,1048,0
62.99,4.4,0.73,16.48,357.77,4210,1
66.76,6.26,1.97,10.37,382.36,3122,0
79.48,5.53,1.98,10.35,398.42,406,0
55.2,6.26,2.44,9.91,359.57,804,0
69.42,5.45,1.61,13.12,381.12,4592,1
60.28,3.73,2.2,12.29,374.36,777,0
65.34,5.39,0.73,14.17,394.3,3012,0
80.34,6.24,3.82,13.34,361.73,4093,1
67.29,4.87,2.88,9.24,386.45,310,0
65.56,5.23,0.44,10.39,370.19,4594,1
48.68,5.38,1.75,14.73,383.35,1496,0
73.96,3.47,3.5,11.59,381.03,3560,0
72.75,6.67,2.19,14.38,376.22,4453,1
90.96,4.87,1.95,11.7,387.17,2262,1
61.31,5.85,2.89,10.06,380.65,4529,1
67.63,5.44,3.52,11.39,378.01,4544,1
67.99,6.38,0.85,10.06,374.65,2380,0
83.93,5.78,3.83,10.87,381.16,4644,1
63.86,5.34,1.8,12.4,383.33,3248,0
68.35,4.87,2.97,13.02,365.16,4180,1
72.29,6.06,2.95,8.82,374.76,927,0
67.24,4.19,2.21,11.97,364.17,2755,0
59.64,5.95,1.46,10.83,379.4,2245,0
67.33,4.73,2.57,10.7,371.12,3801,0
77.88,6.38,5.44,12.27,391.56,4657,1
52.68,5.61,0.96,10.9,390.09,599,0
66.6,5.95,5.54,14.76,366.16,2778,0
56.6,5.56,2.61,14.38,379.97,1161,0
79.34,4.27,3.05,14.36,389.58,3596,0
46.72,4.9,1.37,11.01,377.37,4322,1
58.29,5.97,1.84,10.08,369.08,1226,0
69.53,5.62,2.25,12.16,363.61,2089,0
83.79,6.33,1.43,11.7,392.81,2624,0
64.21,5.78,2.69,10.78,393.54,3400,0
58.34,4.82,2.39,9.65,376.88,2870,0
87.57,4.94,5.78,11.92,391.49,4280,1
47.62,5.57,1.25,11.19,335.52,1482,0
38.61,3.88,3.15,13.38,399.91,4981,1
70.28,6.67,3.37,13.33,377.65,4267,1
58.98,5.81,1.39,14.2,382.13,3266,0
52.75,6.36,4.03,9.48,375.19,2735,0
73.5,4.39,2.4,12.8,400.94,1129,0
67.93,6.37,-0.74,10.55,364.09,1718,0
58.23,7.06,3.99,9.56,402.12,4347,1
49.64,4.58,1.32,11.14,385.94,3728,0
75.47,6.04,1.43,14.14,389.34,1335,0
72.8,5.5,4.03,11.26,375.06,2730,0
63.81,4.42,2.48,15.13,360.38,4083,1
87.16,5.85,4.38,13.1,393.96,1505,1
52.16,6.08,4.82,11.21,384.67,4337,1
46.69,5.08,2.03,14.32,400.42,1647,0
56.7,6.32,4.19,12.89,377.09,1984,0
64.45,4.33,1.87,10.13,373.71,2284,0
67.92,4.45,6.35,15.72,400.82,318,1
62.11,5.6,1.96,12.52,408.68,4450,1
69.22,5.52,4.54,12.04,380.14,911,0
49.98,5.0,4.27,10.29,368.71,369,0
82.33,6.07,3.47,14.36,392.16,4799,1
64.01,5.87,1.99,13.03,376.19,3305,0
78.41,6.1,2.77,13.26,388.99,1286,0
69.11,5.41,-0.23,10.98,376.11,1833,0
70.48,5.92,3.34,13.67,403.46,4896,1
71.84,5.19,3.52,13.82,369.51,3067,0
70.37,6.94,3.2,10.66,387.21,172,1
72.71,4.93,-1.46,9.17,372.67,4738,1
80.95,6.97,1.1,13.16,375.78,4161,1
67.36,5.52,1.88,8.85,373.82,730,0
73.51,4.54,3.44,12.3,391.08,2942,0
63.92,6.46,3.43,11.11,393.78,977,0
82.28,5.59,2.74,14.44,388.37,856,0
56.88,6.1,3.95,11.21,378.38,2765,0
86.61,6.36,1.46,14.21,382.1,4393,1
64.52,5.74,3.92,10.97,393.47,1550,0
47.83,5.09,3.71,14.0,393.94,2640,0
66.54,6.18,3.57,16.12,339.65,181,0
56.83,5.5,2.73,9.86,375.92,1431,0
75.09,5.98,5.75,12.58,376.64,1822,0
57.17,3.99,3.74,17.5,390.04,456,0
59.65,5.81,1.55,12.13,379.0,1419,0
42.33,5.05,3.37,12.12,390.79,679,0
59.57,6.66,4.13,13.58,363.82,4495,1
35.91,5.94,2.12,12.08,383.9,745,0
45.99,5.67,4.63,8.59,393.5,2333,0
74.12,5.84,3.57,14.26,357.88,2731,0
74.43,4.8,-0.51,7.99,417.7,3399,0
70.11,6.64,3.45,11.17,397.86,407,1
53.4,6.89,2.39,14.41,380.02,333,1
64.43,5.78,3.81,11.29,367.57,1134,0
64.96,6.61,4.42,10.61,377.37,2322,1
51.1,5.1,3.29,13.76,381.26,2920,0
83.04,4.94,5.5,10.3,386.61,4838,1
75.53,5.53,2.73,9.56,402.51,1835,0
62.35,5.8,3.94,12.55,372.86,4377,1
65.32,5.22,4.21,11.63,388.44,1041,0
67.5,5.88,2.85,9.51,360.61,449,0
40.5,5.71,4.17,13.27,373.8,2786,0
62.03,4.8,2.11,12.93,385.65,1505,0
56.82,5.86,2.37,11.28,390.37,3727,0
52.98,6.1,1.03,11.42,368.7,1645,0
61.63,5.62,3.36,12.94,373.39,4420,1
86.57,6.31,3.49,14.38,401.91,1851,1
72.69,4.65,4.77,11.43,397.43,1846,0
58.15,5.83,4.19,13.31,383.13,4481,1
71.87,4.68,2.57,13.13,346.45,1454,0
81.79,4.72,1.23,13.76,417.67,3732,0
76.1,5.06,3.65,12.08,379.7,4388,1
65.72,4.84,4.67,10.18,375.31,1268,0
57.24,5.12,4.13,11.08,372.16,4866,1
73.38,5.35,4.63,12.69,385.65,4144,1
69.72,6.09,2.68,15.64,385.8,2685,0
75.74,5.28,2.3,11.03,394.26,4807,1
72.62,4.39,1.89,13.61,366.11,1000,0
77.59,6.3,2.92,11.34,375.31,3441,0
58.58,4.91,2.88,12.22,410.46,4246,1
80.81,5.46,3.31,15.03,383.37,227,0
67.37,5.81,2.81,13.53,377.41,1775,0
89.9,5.64,2.8,9.52,365.88,1877,1
56.73,6.27,1.83,10.86,387.59,333,0
85.83,5.84,4.41,14.51,395.47,2595,1
67.37,4.9,3.11,12.28,393.12,683,0
57.18,7.02,2.74,9.7,376.12,1566,1
59.19,5.64,1.88,10.36,385.42,602,0
61.16,5.4,1.0,13.41,405.07,4480,1
70.09,6.17,4.96,13.99,396.06,1255,0
71.27,5.67,3.83,12.04,368.24,1599,0
58.12,5.78,0.56,16.95,341.81,1035,0
64.71,7.24,4.14,13.65,384.45,2691,1
90.71,5.31,4.38,11.51,391.98,455,1
85.73,5.28,3.19,10.37,363.66,2094,1
70.24,5.58,5.4,10.05,379.87,1545,0
65.46,6.25,3.33,12.67,376.04,2759,0
66.44,4.45,0.87,11.02,381.56,3380,0
72.36,4.12,3.55,15.35,371.83,4074,1
52.73,5.09,3.37,14.93,399.36,2604,0
61.91,4.36,2.1,13.27,382.22,2246,0
44.98,5.2,3.86,9.64,366.81,1310,0
69.79,5.85,0.5,10.66,393.76,729,0
72.77,4.88,4.49,14.51,361.04,2817,0
59.2,4.5,1.68,10.87,399.27,4982,1
83.89,5.55,1.52,14.24,394.87,1594,0
50.29,6.1,2.83,12.95,400.85,1207,0
47.43,4.31,3.65,12.1,377.63,3177,0
67.69,6.07,3.25,10.59,372.56,3534,0
77.57,6.07,1.89,11.81,381.26,3154,0
85.21,6.17,2.24,12.38,378.73,2915,1
59.49,6.35,1.3,14.07,370.21,3881,0
77.94,7.04,2.66,10.23,371.7,2135,1
64.54,5.25,4.61,11.47,374.5,269,0
62.93,5.58,2.99,12.09,362.45,3931,0
75.6,5.21,4.29,13.33,390.17,2396,0
72.83,5.5,5.18,10.18,379.22,4857,1
46.08,6.57,2.12,9.37,375.37,2887,1
82.72,4.56,2.72,13.35,363.34,3415,0
81.56,4.9,6.26,8.96,362.59,731,1
57.49,6.46,5.17,14.57,409.04,904,0
69.75,6.21,0.49,11.69,370.59,3134,0
70.93,5.25,3.58,8.9,389.16,3187,0
68.13,6.1,3.0,11.04,382.44,4580,1
58.4,5.74,4.24,12.76,338.37,3512,0
56.94,6.55,1.88,10.93,406.89,3969,1
64.69,5.55,1.74,12.04,390.26,891,0
79.07,6.22,1.99,13.48,368.48,4241,1
71.52,7.35,2.14,11.6,379.57,2651,1
60.55,5.92,4.22,10.13,362.76,3941,0
74.26,5.53,1.23,11.4,407.39,3314,0
30.82,6.01,2.07,14.83,366.39,3456,0
78.79,5.24,0.32,15.37,372.15,2672,0
44.12,7.17,4.51,7.96,369.06,4004,1
60.65,5.63,4.91,14.18,381.21,2194,0
51.56,5.31,2.51,12.5,400.55,4723,1
49.46,4.92,2.55,13.85,406.84,715,0
78.93,6.27,3.68,10.9,374.02,4093,1
59.39,6.11,5.21,8.46,385.67,4396,1
69.16,5.15,3.61,13.17,381.23,2401,0
64.44,5.9,1.95,10.12,365.28,2330,0
70.72,4.44,0.57,9.22,416.34,1672,0
65.92,5.63,1.33,9.36,400.44,3128,0
49.6,5.82,3.11,13.2,382.84,2637,0
76.96,6.7,2.02,12.28,403.73,604,1
59.07,4.96,3.29,13.56,398.18,2045,0
46.32,4.61,2.17,13.34,381.23,1961,0
59.86,4.87,1.41,11.16,384.89,3822,0
83.01,4.56,1.23,11.86,402.68,3783,0
75.2,6.44,5.34,10.98,365.81,503,0
60.82,6.58,4.33,11.58,405.11,4431,1
60.81,5.72,5.6,10.07,376.62,1719,0
61.14,6.35,3.81,12.78,402.87,3006,0
89.92,5.59,2.36,14.15,379.92,3113,1
69.58,5.43,4.99,10.37,385.06,3716,0
70.16,5.27,2.95,14.56,379.49,4828,1
77.36,5.28,3.33,12.23,372.02,1669,0
67.87,4.42,2.94,12.48,375.95,3816,0
61.89,5.68,-1.42,8.6,400.69,239,0
62.64,5.47,5.41,8.39,345.29,4783,1
64.14,6.02,3.74,12.29,361.42,1943,0
64.55,5.57,3.49,13.58,369.12,3478,0
73.73,5.39,2.91,10.66,363.82,3064,0
65.62,4.89,3.25,15.34,402.65,4765,1
73.79,5.55,2.1,13.47,398.87,3269,0
64.03,6.02,3.92,10.18,388.88,2272,0
65.94,4.7,1.04,12.06,370.43,3520,0
41.02,5.56,3.28,16.95,400.03,3143,0
76.0,5.66,3.84,9.51,356.18,1349,0
69.16,5.0,2.7,13.06,412.13,2797,0
76.98,5.09,3.56,11.35,369.73,2853,0
30.24,5.66,1.51,13.41,376.07,4534,1
90.06,4.71,1.55,14.53,373.56,3984,1
63.32,5.74,3.36,11.23,363.9,194,0
78.3,4.87,4.02,14.24,408.88,4391,1
52.52,6.24,0.19,16.44,391.83,4387,1
72.35,7.14,3.78,12.13,398.23,4717,1
52.36,4.9,2.19,13.57,361.64,4948,1
57.51,5.87,2.71,10.82,382.71,1775,0
87.97,4.99,0.99,12.04,387.82,112,1
62.71,6.23,1.72,11.65,384.06,2401,0
67.61,4.61,4.45,13.59,362.59,4183,1
75.44,5.84,3.05,14.41,396.13,472,0
70.95,4.89,2.43,11.78,381.82,4589,1
66.81,5.36,2.83,15.07,365.68,517,0
69.38,4.78,3.73,15.06,352.17,916,0
93.84,6.08,3.66,13.69,389.1,4969,1
64.31,4.91,2.89,10.97,416.76,1903,0
67.41,5.89,4.64,10.78,364.77,3712,0
77.61,5.26,4.46,10.38,382.56,3504,0
78.27,5.42,3.62,13.9,396.66,3039,0
79.24,5.6,3.08,9.58,360.96,1432,0
72.66,4.97,3.99,13.35,372.8,3346,0
